product_id,name,net_weight_g,price,serving_g,kcal,protein_g,total_fat_g,sat_fat_g,trans_fat_g,cholesterol_mg,carb_g,fiber_g,sugars_g,added_sugars_g,sodium_mg,potassium_mg,vitamin_d_mcg,calcium_mg,iron_mg
152,Jasmine Rice - 32oz - Good & Gather™,907.2,4.99,45.4,330.3965,6.6079,0.0,0.0,0.0,0.0,77.0925,2.2026,0.0,0.0,0.0,462.5551,0.0,0.0,0.0
153,Jennie-O 90/10 Ground Turkey Roll - 16oz,10.0,6.29,113.4,158.7302,16.7549,8.8183,2.6455,0.0,79.3651,0.0,0.0,0.0,0.0,79.3651,246.9136,0.0,44.0917,1.2346
154,Joseph's Greek Pita Flatbread - 14oz,396.9,3.99,99.2,282.2581,9.0726,4.5363,2.0161,0.0,0.0,49.3952,2.0161,2.0161,2.0161,614.9194,131.0484,0.0,141.129,3.0242
155,Joseph's Original White Pita Bread - 11oz,311.8,2.99,39.0,230.7692,10.2564,2.5641,0.0,0.0,0.0,46.1538,5.1282,2.5641,0.0,294.8718,215.3846,0.0,161.5385,2.5641
156,Jumbo Tail On Peeled & Deveined Raw Shrimp - Frozen - 26-30ct per lb/16oz - Good & Gather™,453.6,9.99,113.4,61.7284,13.2275,0.8818,0.0,0.0,123.4568,0.0,0.0,0.0,,467.3721,,,,
157,"Jumbo Tail-On, Peeled, Deveined Cooked Shrimp - Frozen - 26-30ct/lb - 2lbs - Good & Gather™",907.2,18.99,85.0,70.5882,14.1176,0.0,0.0,0.0,129.4118,1.1765,0.0,0.0,0.0,611.7647,35.2941,0.0,23.5294,0.1176
158,Kamuela Tomatoes - 16oz,453.6,5.99,,302.0,12.91,0.44,0.062,0.0,0.0,74.68,16.5,43.9,,134.0,1927.0,0.0,166.0,4.56
159,Kerrygold Extra Sharp White Block Cheddar Cheese - 7oz,198.4,6.49,28.3,424.0283,24.735,35.3357,21.2014,,88.3392,0.0,,,,706.7138,,,,
160,Kerrygold Irish Grass-Fed Salted Butter Sticks - 8oz/2ct,226.8,6.69,14.0,714.2857,0.0,78.5714,50.0,,214.2857,0.0,,,,714.2857,,,,
161,Kerrygold Irish Grass-Fed Unsalted Butter Sticks - 8oz/2ct,226.8,6.69,14.0,714.2857,0.0,85.7143,57.1429,,214.2857,0.0,,,,,,,,
162,Kerrygold Irish Grass-fed Dubliner Cheese Snacking Sticks - 6oz,170.1,7.69,21.3,375.5869,23.4742,32.8638,18.7793,,93.8967,0.0,,,,751.1737,,,727.6995,
164,Lactose Free Vitamin D Milk - 0.5gal - Good & Gather™,0.5,3.99,0.1,150000.0,8000.0,8000.0,5000.0,0.0,35000.0,11000.0,0.0,11000.0,0.0,120000.0,340000.0,2400.0,290000.0,100.0
168,Large Tail Off Peeled & Deveined Raw Shrimp - Frozen - 41-50ct per lb/16oz - Good & Gather™,453.6,8.99,113.4,61.7284,15.873,0.8818,0.0,0.0,123.4568,0.0,0.0,0.0,,467.3721,,,,
169,Large Tail On Peeled & Deveined Cooked Shrimp - Frozen - 41-50ct per lb/16oz - Good & Gather™,453.6,8.99,85.0,70.5882,,1.1765,0.0,0.0,141.1765,0.0,0.0,0.0,,458.8235,,,11.7647,15.2941
170,Long Grain Brown Rice - 32oz - Good & Gather™,907.2,2.59,45.4,352.4229,6.6079,2.2026,0.0,0.0,0.0,74.8899,2.2026,0.0,0.0,11.0132,198.2379,0.0,0.0,1.1013
171,Low Sodium Black Beans  - 15.5oz - Good & Gather™,439.4,1.19,130.0,84.6154,5.3846,0.0,0.0,0.0,0.0,15.3846,3.8462,0.7692,0.0,100.0,376.9231,0.0,38.4615,1.5385
172,Low-Moisture Part-Skim Mozzarella String Cheese - 12oz/12ct - Good & Gather™,340.2,3.49,28.0,285.7143,25.0,21.4286,12.5,0.0,53.5714,0.0,0.0,0.0,0.0,678.5714,71.4286,0.0,714.2857,0.0
174,Marine Harvest By MOWI Tilapia Fillets Portion - 12oz/2pk,340.2,8.29,113.0,80.0,15.9292,1.3274,0.4398,0.0,40.0,0.0,0.0,0.0,,169.9115,,,35.0442,0.0
175,Mini Sweet Peppers - 1lb Bag,453.6,6.99,90.7,38.5888,1.1025,0.0,0.0,0.0,0.0,8.8203,3.3076,5.5127,0.0,0.0,222.7122,0.0,9.9228,0.0
176,Mission Carb Balance Taco Size Soft flour Tortillas - 12oz/8ct,340.2,7.99,42.5,164.7059,14.1176,8.2353,3.5294,0.0,0.0,44.7059,40.0,0.0,0.0,776.4706,23.5294,0.0,164.7059,0.0
177,Mission Fajita Size Super Soft Flour Tortillas - 23oz/20ct,652.0,8.23,32.6,276.0736,9.2025,6.135,1.5337,0.0,0.0,49.0798,0.0,3.0675,3.0675,828.2209,92.0245,0.0,184.0491,3.0675
178,Mission Taco Size Super Soft Flour Tortillas - 17.5oz/10ct,496.1,2.31,49.0,285.7143,8.1633,6.1224,2.0408,0.0,0.0,48.9796,2.0408,4.0816,2.0408,836.7347,102.0408,0.0,183.6735,4.0816
179,Mixed Frozen Fruit Blend - 48oz - Good & Gather™,1360.8,12.49,151.2,46.2963,0.6614,0.0,0.0,0.0,0.0,11.9048,1.3228,8.5979,0.0,0.0,145.5026,0.0,13.2275,0.3968
180,Nishiki Premium Medium Grain White Rice - 10lbs,4535.9,26.99,42.0,357.1429,7.1429,0.0,,,0.0,78.5714,,,,0.0,,,,
181,No Antibiotics Ever Boneless & Skinless Chicken Breast Tenderloins - Frozen - 40oz - Good & Gather™,1134.0,9.49,113.4,79.3651,18.5185,0.8818,0.0,0.0,44.0917,0.0,0.0,0.0,0.0,246.9136,0.0,0.0,0.0,0.4409
182,No Antibiotics Ever Chicken Nuggets - Frozen - 29oz - Good & Gather™,822.1,6.99,80.0,275.0,12.5,17.5,5.0,0.0,37.5,16.25,0.0,0.0,0.0,400.0,150.0,0.0,0.0,1.375
183,No Antibiotics Ever Crispy Chicken Breast Strips - Frozen - 25oz - Good & Gather™,708.7,9.59,85.0,223.5294,15.2941,9.4118,1.7647,0.0,41.1765,20.0,0.0,1.1765,0.0,705.8824,200.0,0.0,0.0,0.4706
184,No Antibiotics Ever Popcorn Chicken - Frozen - 25.5oz - Good & Gather™,722.9,9.29,85.0,223.5294,14.1176,10.5882,1.7647,0.0,41.1765,16.4706,0.0,0.0,0.0,517.6471,188.2353,0.0,0.0,0.4706
185,Norwegian Cold Smoked Salmon - 4oz - Good & Gather™,113.4,6.19,57.0,192.9825,21.0526,10.5263,1.7544,0.0,17.5439,0.0,0.0,0.0,0.0,1000.0,456.1404,2.4561,0.0,0.5263
186,Oikos Pro Vanilla Greek Yogurt - 23g Protein 32oz,23.0,10.89,4.6,3260.8696,500.0,65.2174,54.3478,0.0,652.1739,152.1739,0.0,86.9565,0.0,1195.6522,5217.3913,50.0,5434.7826,0.0
187,Organic 2% Milk - 0.5gal - Good & Gather™,0.5,4.99,0.1,140000.0,10000.0,5000.0,3000.0,0.0,25000.0,15000.0,0.0,14000.0,0.0,150000.0,470000.0,4500.0,360000.0,0.0
188,Organic Coconut Milk - 13.5oz - Good & Gather™,382.7,1.99,76.5,156.8627,0.0,16.9935,14.3791,0.0,0.0,2.6144,,1.3072,0.0,19.6078,39.2157,,52.2876,
189,Organic Frozen Blueberries - 32oz - Good & Gather™,907.2,14.59,129.6,54.0123,0.7716,0.7716,0.0,0.0,0.0,13.1173,3.0864,8.4877,0.0,0.0,54.0123,0.0,7.716,0.1543
190,Organic Frozen Broccoli Florets - 10oz - Good & Gather™,283.5,2.39,81.0,37.037,3.7037,0.0,0.0,0.0,0.0,4.9383,3.7037,2.4691,0.0,12.3457,358.0247,0.0,49.3827,0.7407
191,Organic Frozen Corn - 10oz - Good & Gather™,283.5,2.39,94.5,84.6561,3.1746,0.5291,0.0,0.0,0.0,20.1058,2.1164,2.1164,0.0,0.0,201.0582,0.0,0.0,0.0
192,Organic Frozen Green Beans - 10oz - Good & Gather™,283.5,2.39,81.0,43.2099,2.4691,0.0,0.0,0.0,0.0,7.4074,2.4691,2.4691,0.0,30.8642,197.5309,0.0,49.3827,1.2346
193,Organic Frozen Peas - 10oz - Good & Gather™,283.5,2.39,94.5,74.0741,5.291,0.0,0.0,0.0,0.0,13.7566,5.291,5.291,0.0,0.0,232.8042,0.0,21.164,1.0582
194,Organic Frozen Peas and Carrots - 10oz - Good & Gather™,283.5,2.39,81.0,61.7284,2.4691,0.0,0.0,0.0,0.0,13.5802,4.9383,3.7037,0.0,24.6914,222.2222,0.0,37.037,1.1111
195,Organic Frozen Riced Cauliflower - 10oz - Good & Gather™,283.5,3.39,81.0,24.6914,2.4691,0.0,0.0,0.0,0.0,4.9383,2.4691,2.4691,0.0,30.8642,308.642,0.0,24.6914,0.4938
196,Organic Frozen Steam-In-Bag Mixed Vegetables - 10oz - Good & Gather™,283.5,2.39,70.9,70.5219,2.8209,0.0,0.0,0.0,0.0,15.5148,4.2313,4.2313,0.0,49.3653,239.7743,0.0,28.2087,1.4104
197,Organic Frozen Stir-Fry Blend - 10oz - Good & Gather™,283.5,2.39,81.0,37.037,2.4691,0.0,0.0,0.0,0.0,7.4074,2.4691,3.7037,0.0,24.6914,259.2593,0.0,37.037,1.2346
198,Organic Frozen Triple Berry Bliss - 32oz - Good & Gather™,907.2,15.69,129.6,54.0123,0.7716,0.7716,0.0,0.0,0.0,13.1173,4.6296,7.716,0.0,0.0,108.0247,0.0,23.1481,0.5401
199,Organic Low Sodium 3 Bean Blend - 15oz - Good & Gather™,425.2,1.29,130.0,76.9231,5.3846,0.0,0.0,0.0,0.0,14.6154,3.8462,0.7692,0.0,100.0,330.7692,0.0,30.7692,1.5385
200,Organic Low Sodium Black Beans - 15oz - Good & Gather™,425.2,1.29,121.5,90.535,5.7613,0.0,0.0,0.0,0.0,16.4609,4.1152,0.823,0.0,106.9959,395.0617,0.0,32.9218,1.6461
201,Organic Low Sodium Cannellini Beans - 15oz - Good & Gather™,425.2,1.29,130.0,84.6154,6.1538,0.0,0.0,0.0,0.0,15.3846,6.1538,0.7692,0.0,69.2308,353.8462,0.0,38.4615,2.3077
202,Organic Low Sodium Chickpeas Garbanzo Beans - 15oz - Good & Gather™,425.2,1.29,130.0,92.3077,5.3846,1.5385,0.0,0.0,0.0,15.3846,3.0769,2.3077,0.0,100.0,176.9231,0.0,15.3846,0.7692
203,Organic Low Sodium Dark Red Kidney Beans - 15oz - Good & Gather™,425.2,1.29,130.0,84.6154,6.1538,0.0,0.0,0.0,0.0,15.3846,6.1538,0.7692,0.0,96.1538,361.5385,0.0,38.4615,2.3077
204,Organic Low Sodium Pinto Beans - 15oz - Good & Gather™,425.2,1.29,130.0,84.6154,5.3846,0.0,0.0,0.0,0.0,16.1538,3.8462,0.7692,0.0,92.3077,353.8462,0.0,30.7692,1.5385
205,Organic Milk - 0.5gal - Good & Gather™,0.5,4.99,0.1,170000.0,8000.0,9000.0,5000.0,0.0,35000.0,13000.0,0.0,12000.0,0.0,140000.0,430000.0,4500.0,330000.0,0.0
206,Organic Valley Colby Jack Cheese Sticks - 4.5oz/8ct,127.6,6.99,21.0,380.9524,23.8095,33.3333,19.0476,0.0,95.2381,0.0,0.0,0.0,0.0,595.2381,95.2381,0.0,714.2857,0.0
209,Organic Valley Raw Sharp Cheddar Cheese Slices - 6oz/8ct,170.1,6.39,21.0,380.9524,23.8095,33.3333,19.0476,0.0,95.2381,4.7619,0.0,0.0,0.0,642.8571,71.4286,0.0,714.2857,0.0
210,Organic Valley Stringles Mozzarella String Cheese Snack Sticks - 8oz/8ct,226.8,6.89,28.0,285.7143,25.0,21.4286,12.5,0.0,71.4286,0.0,0.0,0.0,0.0,750.0,178.5714,0.0,714.2857,0.0
211,Oroweat 100% Whole Wheat Bread - 24oz,680.4,3.99,42.5,258.8235,9.4118,4.7059,0.0,0.0,0.0,49.4118,7.0588,7.0588,4.7059,376.4706,235.2941,0.0,23.5294,2.1176
212,Oroweat Country Buttermilk Bread - 24oz,680.4,3.99,43.0,279.0698,9.3023,3.4884,0.0,0.0,0.0,51.1628,2.3256,6.9767,4.6512,348.8372,139.5349,0.0,58.1395,2.7907
213,Oroweat Country Style Potato Bread - 24oz,680.4,3.99,43.0,279.0698,6.9767,3.4884,0.0,0.0,0.0,51.1628,2.3256,4.6512,4.6512,348.8372,104.6512,0.0,104.6512,2.7907
214,Paniolo Cattle Company Local Hawaii Ground Boneless Beef Patties - 4oz,113.4,10.99,85.0,295.0,23.0506,21.8294,8.8047,,84.0,0.0,0.0,0.0,,77.0,305.0,0.2,11.0,2.42
216,Pearled Barley - 1lb - Good & Gather™,453.6,1.99,34.9,343.8395,11.4613,2.8653,0.0,0.0,0.0,77.3639,5.7307,0.0,0.0,0.0,200.5731,0.0,28.6533,2.5788
217,Peeled & Deveined Tail On Cooked Shrimp - Frozen - 16-20ct/16oz - Good & Gather™,453.6,10.99,85.0,58.8235,14.1176,0.0,0.0,0.0,105.8824,1.1765,0.0,0.0,0.0,423.5294,70.5882,0.0,35.2941,0.2353
218,Peeled & Deveined Tail On Cooked Shrimp with Cocktail Sauce - Frozen - 16oz - Good & Gather™,453.6,12.39,141.7,77.6288,12.7029,0.0,0.0,0.0,109.386,5.6457,0.0,4.94,4.2343,649.259,98.8003,0.0,28.2287,0.0
219,Petite Diced Tomatoes - 14.5oz - Good & Gather™,411.1,1.39,117.5,21.2766,0.8511,0.0,0.0,0.0,0.0,4.2553,0.8511,2.5532,0.0,153.1915,195.7447,0.0,0.0,0.0
220,Premium White Chunk Chicken in Water - 5oz - Good & Gather™,141.7,1.79,56.7,88.1834,14.1093,1.7637,0.8818,0.0,61.7284,0.0,0.0,0.0,,458.5538,,,,
221,Rastelli's Grass-Fed Beef Butcher Burger - 2lbs/6ct,907.2,17.29,151.2,231.4815,17.8571,17.8571,7.9365,0.9921,66.1376,0.0,0.0,0.0,0.0,62.8307,291.0053,1.7196,1.7857,19.8413
222,Red Lentils - 16oz - Good & Gather™,453.6,2.89,34.9,286.533,25.788,2.8653,0.0,0.0,0.0,60.1719,22.9226,0.0,0.0,0.0,744.9857,0.0,0.0,6.3037
223,Riced Frozen Cauliflower - 10oz - Good & Gather™,283.5,2.99,81.0,24.6914,2.4691,0.0,0.0,0.0,0.0,4.9383,2.4691,2.4691,0.0,24.6914,197.5309,0.0,24.6914,0.4938
225,Sambazon Frozen Unsweetened Acai Berry Globes - 12oz,340.2,6.29,136.1,176.3409,2.2043,12.4908,2.939,0.0,0.0,14.6951,8.817,0.0,0.0,33.0639,319.6179,0.0,91.1095,0.7348
226,Siete Frozen Almond Flour Tortilla - 7oz/8ct,198.4,9.99,50.0,360.0,10.0,24.0,2.0,0.0,0.0,34.0,4.0,0.0,0.0,380.0,0.0,0.0,0.0,0.4
227,Siete Maiz Hard Corn Taco Shells - 5.5oz/12ct,155.9,6.2,26.0,500.0,7.6923,26.9231,3.8462,0.0,0.0,61.5385,7.6923,0.0,0.0,519.2308,230.7692,0.0,76.9231,1.1538
228,Siete Maiz Yellow Corn Tortilla - 9.7oz,275.0,5.59,45.8,240.1747,4.3668,5.4585,0.0,0.0,0.0,43.6681,4.3668,0.0,0.0,502.1834,174.6725,0.0,349.345,0.8734
229,Siete Sourdough Tortilla - 13.05oz,370.0,7.89,37.0,216.2162,2.7027,5.4054,0.0,0.0,0.0,40.5405,2.7027,0.0,0.0,513.5135,297.2973,0.0,27.027,0.8108
230,Signature Bucatini - 16oz - Good & Gather™,453.6,2.59,56.7,350.97,12.3457,1.7637,0.0,0.0,0.0,74.0741,3.5273,1.7637,0.0,0.0,176.3668,0.0,0.0,1.4109
231,Signature European Style Salted Butter - 8oz - Good & Gather™,226.8,3.29,14.2,704.2254,0.0,84.507,49.2958,0.0,211.2676,0.0,0.0,0.0,0.0,633.8028,,,,
232,Signature Orzo - 16oz - Good & Gather™,453.6,2.59,56.7,352.7337,12.3457,1.7637,0.0,0.0,0.0,74.0741,3.5273,1.7637,0.0,0.0,176.3668,0.0,0.0,1.4109
233,Signature Pappardelle - 16oz - Good & Gather™,453.6,5.19,66.0,363.6364,12.1212,1.5152,0.0,0.0,0.0,74.2424,3.0303,3.0303,0.0,0.0,227.2727,0.0,0.0,1.3636
234,Signature Stelline - 16oz - Good & Gather™,453.6,2.59,56.7,352.7337,12.3457,1.7637,0.0,0.0,0.0,74.0741,3.5273,1.7637,0.0,0.0,176.3668,0.0,0.0,1.4109
235,Silk Original Dairy Free Soy Milk - 0.5gal,0.5,4.79,0.1,110000.0,8000.0,4500.0,500.0,0.0,0.0,9000.0,2000.0,6000.0,5000.0,90000.0,350000.0,3000.0,470000.0,400.0
236,Silk Unsweetend Organic Dairy Free Soy Milk - 0.5gal,0.5,5.89,0.1,80000.0,8000.0,3500.0,500.0,0.0,0.0,5000.0,2000.0,1000.0,0.0,80000.0,300000.0,3000.0,280000.0,1000.0
237,Silver Hills Bakery Organic Soft Wheat Sprouted Wheat Bread - 24oz,680.4,5.89,40.0,250.0,10.0,0.0,0.0,0.0,0.0,52.5,5.0,5.0,5.0,375.0,122.5,0.0,207.5,2.5
238,Sinalo Yellow Corn Hawaii Wraps Tortillas - 28oz/30ct,793.8,7.99,52.9,396.9754,11.3422,3.7807,0.189,0.0,0.0,83.1758,7.5614,0.9452,,7.5614,,,,
239,Sinaloa Burrito Size Hawaii Wraps - 17.6oz/8ct,499.0,7.39,62.0,306.4516,6.4516,8.0645,4.0323,0.0,0.0,51.6129,,0.0,0.0,532.2581,0.0,0.0,172.5806,3.2258
240,Sinaloa Hawaii Wraps Flour Tortillas - 16oz/10ct,453.6,6.19,45.4,286.3436,6.6079,7.7093,4.4053,0.0,0.0,44.0529,2.2026,0.0,,440.5286,,,,
241,Sinaloa Spinach Hawaii Wraps Tortillas - 12.75oz/8ct,361.5,7.39,45.2,398.2301,8.8496,9.9558,4.4248,0.0,0.0,70.7965,2.2124,4.4248,,774.3363,,,,
242,Sinaloa White Corn Hawaii's Tortillas 30ct - 28oz,793.8,6.79,52.9,396.9754,11.3422,3.7807,0.189,0.0,0.0,83.1758,7.5614,0.9452,,7.5614,,,,
243,Sinaloa Whole Wheat Hawaii Wraps Tortillas - 16oz/10ct,453.6,5.69,45.4,286.3436,8.8106,8.8106,3.304,0.0,0.0,48.4581,6.6079,0.0,0.0,264.3172,308.37,0.0,176.2115,2.4229
244,Skin-On Atlantic Salmon - 10oz/2pk - Good & Gather™,283.5,11.79,141.7,211.7149,20.4658,13.4086,3.1757,0.0,56.4573,0.0,0.0,0.0,0.0,59.9859,366.9725,11.0797,7.0572,0.3529
245,Skin-On Atlantic Salmon with Lemon Pepper Butter - 10.7oz/2pk - Good & Gather™,303.3,11.79,141.7,254.0579,20.4658,18.3486,4.94,0.0,70.5716,0.0,0.0,0.0,0.0,59.9859,366.9725,10.9386,14.1143,0.3529
246,Small Tail Off Peeled & Deveined Cooked Shrimp - Frozen - 71-90ct/16oz - Good & Gather™,453.6,9.49,85.0,70.5882,14.1176,0.0,0.0,0.0,129.4118,1.1765,0.0,0.0,0.0,611.7647,35.2941,0.0,23.5294,0.1176
247,Sour Pop Cherries - 8oz - Good & Gather™,226.8,5.39,28.0,125.0,0.0,5.3571,3.5714,0.0,0.0,21.4286,3.5714,17.8571,3.5714,0.0,178.5714,0.0,0.0,0.3571
248,Steakhouse Seasoned Beef Burger Patties - Frozen - 48oz/12ct - Good & Gather™,1360.8,14.99,112.0,294.6429,16.0714,,9.8214,1.7857,80.3571,0.0,0.0,0.0,,178.5714,,,,
249,Stonefire Naan Rounds - 12ct/12.7oz,360.0,4.29,60.0,300.0,8.3333,5.8333,1.6667,0.0,0.0,53.3333,6.6667,5.0,5.0,733.3333,116.6667,0.0,50.0,3.1667
250,Stonefire Original Naan Bread - 8.8oz/2ct,249.5,4.99,62.4,288.4615,9.6154,7.2115,1.6026,0.0,16.0256,48.0769,1.6026,4.8077,1.6026,753.2051,110.5769,0.0,105.7692,3.2051
252,Strawberry Banana Frozen Fruit Blend - 48oz - Good & Gather™,1360.8,10.29,151.2,52.9101,0.6614,0.0,0.0,0.0,0.0,14.5503,2.6455,7.2751,0.0,0.0,224.8677,0.0,13.2275,0.3968
255,Take & Bake Garlic Bread - 18oz - Favorite Day™,510.3,3.69,56.7,299.8236,7.0547,7.9365,3.5273,0.0,0.0,47.619,1.7637,1.7637,1.7637,564.3739,88.1834,0.0,17.6367,3.5273
256,Take And Bake Baguettes - 14oz/2ct - Favorite Day™,396.9,3.39,56.7,246.9136,8.8183,0.0,0.0,0.0,0.0,52.9101,1.7637,0.0,,599.6473,,,,
257,Take And Bake Ciabatta Bread - 14oz - Favorite Day™,396.9,4.79,56.7,229.2769,7.0547,0.0,0.0,0.0,0.0,49.3827,1.7637,0.0,,529.1005,,,,
258,Taylor Farms Broccoli Florets - 12oz,340.2,6.89,85.0,41.1765,2.3529,0.0,0.0,0.0,0.0,7.0588,2.3529,1.1765,0.0,35.2941,317.6471,0.0,47.0588,0.7059
259,Taylor Farms Chopped Kale Juicing Greens - 16oz,453.6,8.29,90.7,55.1268,4.4101,1.1025,0.0,0.0,0.0,7.7178,3.3076,2.2051,0.0,33.0761,463.065,0.0,143.3297,1.323
260,Tilapia Skinless Fillets - Frozen - 24oz - Good & Gather™,680.4,11.79,113.4,97.0018,19.4004,1.7637,0.4409,0.0,35.2734,0.0,0.0,0.0,0.0,35.2734,299.8236,3.0864,8.8183,0.0
261,Tomato Paste - 6oz - Good & Gather™,170.1,0.99,34.0,88.2353,2.9412,0.0,,,,17.6471,5.8824,11.7647,,58.8235,794.1176,,,
262,Trio Berry Bliss Frozen Fruit Blend - 48oz - Good & Gather™,1360.8,15.49,123.7,56.5885,0.8084,0.8084,0.0,0.0,0.0,12.9345,3.2336,8.8925,0.0,0.0,56.5885,0.0,8.0841,0.2425
263,Tyson All Natural Chicken Tenderloins - Frozen - 40oz,1134.0,11.79,113.4,88.1834,19.4004,0.4409,0.0,0.0,39.6825,0.0,0.0,0.0,0.0,167.5485,220.4586,0.0,0.0,0.1764
264,Tyson Baked Chicken Nuggets - Frozen - 25oz,708.7,5.99,87.0,183.908,17.2414,4.5977,1.1494,0.0,51.7241,18.3908,0.0,1.1494,1.1494,528.7356,344.8276,0.0,0.0,0.9195
265,Tyson Grilled & Ready Chicken Breast Strips - Frozen - 22oz,623.7,9.79,84.0,142.8571,26.1905,2.9762,0.5952,0.0,71.4286,2.381,0.0,0.0,0.0,428.5714,488.0952,0.0,0.0,0.9524
266,Tyson Grilled & Ready Oven Roasted Diced Chicken Breast - Frozen - 22oz,623.7,9.79,84.0,142.8571,26.1905,2.9762,0.5952,0.0,71.4286,2.381,0.0,0.0,0.0,428.5714,452.381,0.0,0.0,0.8333
267,Tyson Simple Ingredients Boneless Chicken Bites - Frozen - 20oz,567.0,10.69,84.0,214.2857,23.8095,9.5238,1.7857,0.0,71.4286,8.3333,0.0,1.1905,1.1905,488.0952,714.2857,0.0,0.0,0.5952
268,Unsalted Roasted Whole Cashews - 30oz - Good & Gather™,850.5,12.19,28.3,565.371,17.6678,49.47,8.8339,0.0,0.0,28.2686,3.5336,7.0671,0.0,0.0,,,,
269,Vital Farms Pasture-Raised Unsalted Butter - 8oz,226.8,5.19,14.0,785.7143,0.0,85.7143,57.1429,0.0,221.4286,0.0,0.0,0.0,0.0,0.0,,,,
270,Whole Frozen Strawberries - 64oz - Good & Gather™,1814.4,13.19,144.0,34.7222,0.6944,0.0,0.0,0.0,0.0,9.0278,2.0833,4.1667,0.0,0.0,138.8889,0.0,13.8889,0.6944
271,Whole White Mushrooms - 8oz Package,226.8,5.39,85.0,24.0,3.5294,0.0,,,,3.5294,1.2,2.3529,,0.0,317.6471,,,
272,Wide Egg Noodles - 12oz - Good & Gather™,340.2,1.69,56.0,375.0,14.2857,4.4643,0.8929,0.0,107.1429,69.6429,3.5714,3.5714,0.0,17.8571,285.7143,0.0,0.0,3.3929
273,Wild Caught Mahi Mahi Skinless Boneless Fillets - Frozen - 16oz - Good & Gather™,453.6,13.99,113.4,88.1834,18.5185,0.8818,0.0,0.0,70.5467,0.0,0.0,0.0,0.0,88.1834,414.4621,0.0,17.6367,1.1464
274,Wild Caught Yellowfin Tuna - Frozen - 16oz - Good & Gather™,453.6,12.99,113.4,105.8201,24.6914,0.4409,0.0,0.0,39.6825,0.0,0.0,0.0,0.0,44.0917,440.9171,1.6755,0.0,0.7937
275,Wyman's Fresh Frozen Wild Blueberries - 3lb,1360.8,16.49,140.0,57.1429,0.0,0.0,0.0,0.0,0.0,13.5714,4.2857,7.1429,0.0,0.0,67.8571,0.0,17.8571,0.5714
